0,0
0,1
0,0
0,2
1,1
1,0
1,1
0,0
2,0
2,1
2,0
2,2
1,1
3,1
1,0
3,0
0,1
0,0
0,1
1,0
1,1
0,0
2,0
2,1
2,0
2,2
1,1
3,1
1,0
3,0
0,2
1,1
0,2
1,0
1,1
0,0
0,1
0,0
0,2
1,1
1,0
2,0
2,1
2,0
2,2
1,1
3,1
1,0
3,0
1,1
1,2
1,1
1,3
0,2
2,2
2,0
2,1
2,0
2,2
1,1
3,1
1,0
1,1
0,0
0,1
0,0
0,2
1,1
1,0
2,0
3,0
2,1
2,0
2,1
1,0
1,1
0,0
0,1
0,0
0,2
1,1
1,0
2,0
3,0
2,2
1,1
3,1
2,2
5
0,0
0,1
0,0
0,2
0,1
0,3
1,2
1,1
1,0
1,1
0,0
2,0
2,1
1,0
3,0
1,2
0,1
2,1
1,0
1,1
1,0
1,2
0,1
0,0
0,2
0,1
0,3
1,2
1,1
2,1
0,0
2,0
2,1
1,0
3,0
0,1
0,0
0,1
1,0
1,1
1,0
1,2
0,1
2,1
0,0
2,0
2,1
1,0
3,0
0,2
0,1
0,3
1,2
1,1
1,0
1,1
0,0
0,1
1,0
2,0
2,1
1,0
3,0
1,2
0,1
2,1
0,2
0,1
0,0
0,1
1,0
1,1
1,0
1,2
0,1
2,1
0,0
2,0
2,1
1,0
3,0
0,2
1,1
1,0
1,1
0,0
0,1
1,0
2,0
2,1
1,0
3,0
1,2
0,1
2,1
0,3
1,2
0,3
0,4
0,3
0,5
1,4
1,0
1,1
1,0
1,2
0,1
0,0
0,1
1,0
0,2
0,1
0,3
1,2
1,1
2,1
0,0
0,1
0,0
0,2
0,1
0,3
1,2
1,1
1,0
1,2
0,1
2,1
1,0
2,0
2,1
1,0
3,0
1,1
1,0
1,1
0,0
0,1
0,0
0,2
0,1
0,3
1,2
1,1
1,0
2,0
2,1
1,0
3,0
1,2
0,1
0,0
0,1
1,0
1,1
0,0
2,0
2,1
1,0
3,0
0,2
0,1
0,3
1,2
1,1
2,1
1,2
1,3
1,4
2,0
2,1
1,0
1,1
1,0
1,2
0,1
0,0
0,1
1,0
0,2
0,1
0,3
1,2
1,1
2,1
0,0
0,1
0,0
0,2
0,1
0,3
1,2
1,1
1,0
1,2
0,1
2,1
1,0
2,0
3,0
2,1
2,2
2,3
2,4
2,3
2,5
1,4
3,4
5
0,0
0,1
0,0
0,2
0,1
0,3
0,2
0,4
0,3
0,5
0,4
0,6
0,5
0,7
0,6
0,8
0,7
0,9
0,8
0,10
0,9
0,11
0,10
0,12
0,11
0,13
0,12
0,14
0,13
0,15
0,14
0,16
0,15
0,17
0,16
0,18
0,17
0,19
0,18
0,20
0,19
0,21
0,20
0,22
0,21
0,23
0,22
0,24
0,23
0,25
0,24
0,26
0,25
0,27
0,26
0,28
0,27
0,29
0,28
0,30
0,29
0,31
0,30
0,32
0,31
0,33
0,32
0,34
0,33
0,35
0,34
0,36
0,35
0,37
0,36
0,38
0,37
0,39
0,38
0,40
0,39
0,41
0,40
0,42
0,41
0,43
0,42
0,44
0,43
0,45
0,44
0,46
0,45
0,47
0,46
0,48
0,47
0,49
0,48
0,50
0,49
0,51
0,50
0,52
0,51
0,53
0,52
0,54
0,53
0,55
0,54
0,56
0,55
0,57
0,56
0,58
0,57
0,59
0,58
0,60
0,59
0,61
0,60
0,62
0,61
0,63
0,62
0,64
0,63
0,65
0,64
0,66
0,65
0,67
0,66
0,68
0,67
0,69
0,68
0,70
0,69
0,71
0,70
0,72
0,71
0,73
0,72
0,74
0,73
0,75
0,74
0,76
0,75
0,77
0,76
0,78
0,77
0,79
0,78
0,80
0,79
0,81
0,80
0,82
0,81
0,83
0,82
0,84
0,83
0,85
0,84
0,86
0,85
0,87
0,86
0,88
0,87
0,89
0,88
1,0
1,1
1,0
1,2
1,1
1,3
1,2
1,4
1,3
1,5
1,4
1,6
1,5
1,7
1,6
1,8
1,7
1,9
1,8
1,10
1,9
1,11
1,10
1,12
1,11
1,13
1,12
1,14
1,13
1,15
1,14
1,16
1,15
1,17
1,16
1,18
1,17
1,19
1,18
1,20
1,19
1,21
1,20
1,22
1,21
1,23
1,22
1,24
1,23
1,25
1,24
1,26
1,25
1,27
1,26
1,28
1,27
1,29
1,28
1,30
1,29
1,31
1,30
1,32
1,31
1,33
1,32
1,34
1,33
1,35
1,34
1,36
1,35
1,37
